[09-Mar-2024 20:08:11 UTC] wps:2132
[09-Mar-2024 23:26:22 UTC] end ci_import_product(wps, 4908 -> update)
[09-Mar-2024 23:26:22 UTC] start ci_import_product(wps, 4913)
[09-Mar-2024 23:26:24 UTC] end ci_import_product(wps, 4913 -> ignore)
[09-Mar-2024 23:26:24 UTC] start ci_import_product(wps, 4914)
[09-Mar-2024 23:26:26 UTC] end ci_import_product(wps, 4914 -> ignore)
[09-Mar-2024 23:26:26 UTC] start ci_import_product(wps, 4915)
[09-Mar-2024 23:26:27 UTC] end ci_import_product(wps, 4915 -> ignore)
[09-Mar-2024 23:26:27 UTC] start ci_import_product(wps, 4916)
[09-Mar-2024 23:26:29 UTC] end ci_import_product(wps, 4916 -> ignore)
[09-Mar-2024 23:26:29 UTC] start ci_import_product(wps, 4917)
[09-Mar-2024 23:26:31 UTC] end ci_import_product(wps, 4917 -> ignore)
[09-Mar-2024 23:27:15 UTC] start ci_import_product(wps, 4918)
[09-Mar-2024 23:27:16 UTC] end ci_import_product(wps, 4918 -> ignore)
[09-Mar-2024 23:27:16 UTC] start ci_import_product(wps, 4919)
[09-Mar-2024 23:27:18 UTC] end ci_import_product(wps, 4919 -> ignore)
[09-Mar-2024 23:27:18 UTC] start ci_import_product(wps, 4920)
[09-Mar-2024 23:27:20 UTC] end ci_import_product(wps, 4920 -> ignore)
[09-Mar-2024 23:27:20 UTC] start ci_import_product(wps, 4942)
[09-Mar-2024 23:27:22 UTC] end ci_import_product(wps, 4942 -> ignore)
[09-Mar-2024 23:27:22 UTC] start ci_import_product(wps, 4945)
[09-Mar-2024 23:27:23 UTC] end ci_import_product(wps, 4945 -> ignore)
[09-Mar-2024 23:27:23 UTC] start ci_import_product(wps, 4950)
[09-Mar-2024 23:27:25 UTC] end ci_import_product(wps, 4950 -> ignore)
[09-Mar-2024 23:27:25 UTC] start ci_import_product(wps, 4954)
[09-Mar-2024 23:27:27 UTC] end ci_import_product(wps, 4954 -> ignore)
[09-Mar-2024 23:27:27 UTC] start ci_import_product(wps, 4956)
[09-Mar-2024 23:27:29 UTC] end ci_import_product(wps, 4956 -> ignore)
[09-Mar-2024 23:27:29 UTC] start ci_import_product(wps, 4961)
[09-Mar-2024 23:27:31 UTC] end ci_import_product(wps, 4961 -> ignore)
[09-Mar-2024 23:27:31 UTC] start ci_import_product(wps, 4972)
[09-Mar-2024 23:27:33 UTC] end ci_import_product(wps, 4972 -> ignore)
[09-Mar-2024 23:28:11 UTC] start ci_import_product(wps, 4973)
[09-Mar-2024 23:28:12 UTC] end ci_import_product(wps, 4973 -> ignore)
[09-Mar-2024 23:28:12 UTC] start ci_import_product(wps, 4977)
[09-Mar-2024 23:28:14 UTC] end ci_import_product(wps, 4977 -> ignore)
[09-Mar-2024 23:28:14 UTC] start ci_import_product(wps, 4978)
[09-Mar-2024 23:28:16 UTC] end ci_import_product(wps, 4978 -> ignore)
[09-Mar-2024 23:28:16 UTC] start ci_import_product(wps, 4982)
[09-Mar-2024 23:28:18 UTC] end ci_import_product(wps, 4982 -> ignore)
[09-Mar-2024 23:28:18 UTC] start ci_import_product(wps, 4983)
[09-Mar-2024 23:28:19 UTC] end ci_import_product(wps, 4983 -> ignore)
[09-Mar-2024 23:28:19 UTC] start ci_import_product(wps, 4986)
[09-Mar-2024 23:28:21 UTC] end ci_import_product(wps, 4986 -> ignore)
[09-Mar-2024 23:28:21 UTC] start ci_import_product(wps, 5000)
[09-Mar-2024 23:28:23 UTC] end ci_import_product(wps, 5000 -> ignore)
[09-Mar-2024 23:28:23 UTC] start ci_import_product(wps, 5005)
[09-Mar-2024 23:28:25 UTC] end ci_import_product(wps, 5005 -> ignore)
[09-Mar-2024 23:28:25 UTC] start ci_import_product(wps, 5016)
[09-Mar-2024 23:28:27 UTC] end ci_import_product(wps, 5016 -> ignore)
[09-Mar-2024 23:28:27 UTC] start ci_import_product(wps, 5018)
[09-Mar-2024 23:28:29 UTC] end ci_import_product(wps, 5018 -> ignore)
[09-Mar-2024 23:29:16 UTC] start ci_import_product(wps, 5019)
[09-Mar-2024 23:29:17 UTC] end ci_import_product(wps, 5019 -> ignore)
[09-Mar-2024 23:29:17 UTC] start ci_import_product(wps, 5020)
[09-Mar-2024 23:29:19 UTC] end ci_import_product(wps, 5020 -> ignore)
[09-Mar-2024 23:29:19 UTC] start ci_import_product(wps, 5021)
[09-Mar-2024 23:29:21 UTC] end ci_import_product(wps, 5021 -> ignore)
[09-Mar-2024 23:29:21 UTC] start ci_import_product(wps, 5022)
[09-Mar-2024 23:29:23 UTC] end ci_import_product(wps, 5022 -> ignore)
[09-Mar-2024 23:29:23 UTC] start ci_import_product(wps, 5023)
[09-Mar-2024 23:29:25 UTC] end ci_import_product(wps, 5023 -> ignore)
[09-Mar-2024 23:29:25 UTC] start ci_import_product(wps, 5024)
[09-Mar-2024 23:29:26 UTC] end ci_import_product(wps, 5024 -> ignore)
[09-Mar-2024 23:29:26 UTC] start ci_import_product(wps, 5025)
[09-Mar-2024 23:29:28 UTC] end ci_import_product(wps, 5025 -> ignore)
[09-Mar-2024 23:29:28 UTC] start ci_import_product(wps, 5026)
[09-Mar-2024 23:29:30 UTC] end ci_import_product(wps, 5026 -> ignore)
[09-Mar-2024 23:29:30 UTC] start ci_import_product(wps, 5028)
[09-Mar-2024 23:29:32 UTC] end ci_import_product(wps, 5028 -> ignore)
[09-Mar-2024 23:29:32 UTC] start ci_import_product(wps, 5032)
[09-Mar-2024 23:29:33 UTC] end ci_import_product(wps, 5032 -> ignore)
[09-Mar-2024 23:30:12 UTC] start ci_import_product(wps, 5036)
[09-Mar-2024 23:30:13 UTC] end ci_import_product(wps, 5036 -> ignore)
[09-Mar-2024 23:30:13 UTC] start ci_import_product(wps, 5037)
[09-Mar-2024 23:30:13 UTC] end ci_import_product(wps, 5037 -> ignore)
[09-Mar-2024 23:30:14 UTC] start ci_import_product(wps, 5038)
[09-Mar-2024 23:30:15 UTC] end ci_import_product(wps, 5038 -> ignore)
[09-Mar-2024 23:30:15 UTC] start ci_import_product(wps, 5039)
[09-Mar-2024 23:30:17 UTC] end ci_import_product(wps, 5039 -> ignore)
[09-Mar-2024 23:30:17 UTC] start ci_import_product(wps, 5040)
[09-Mar-2024 23:30:19 UTC] end ci_import_product(wps, 5040 -> ignore)
[09-Mar-2024 23:30:19 UTC] start ci_import_product(wps, 5041)
[09-Mar-2024 23:30:21 UTC] end ci_import_product(wps, 5041 -> ignore)
[09-Mar-2024 23:30:21 UTC] start ci_import_product(wps, 5042)
[09-Mar-2024 23:30:22 UTC] end ci_import_product(wps, 5042 -> ignore)
[09-Mar-2024 23:30:22 UTC] start ci_import_product(wps, 5043)
[09-Mar-2024 23:30:24 UTC] end ci_import_product(wps, 5043 -> ignore)
[09-Mar-2024 23:30:24 UTC] start ci_import_product(wps, 5044)
[09-Mar-2024 23:30:26 UTC] end ci_import_product(wps, 5044 -> ignore)
[09-Mar-2024 23:30:26 UTC] start ci_import_product(wps, 5045)
[09-Mar-2024 23:30:28 UTC] end ci_import_product(wps, 5045 -> ignore)
[09-Mar-2024 23:31:17 UTC] start ci_import_product(wps, 5047)
[09-Mar-2024 23:31:18 UTC] end ci_import_product(wps, 5047 -> ignore)
[09-Mar-2024 23:31:18 UTC] start ci_import_product(wps, 5048)
[09-Mar-2024 23:31:20 UTC] end ci_import_product(wps, 5048 -> ignore)
[09-Mar-2024 23:31:20 UTC] start ci_import_product(wps, 5049)
[09-Mar-2024 23:31:22 UTC] end ci_import_product(wps, 5049 -> ignore)
[09-Mar-2024 23:31:22 UTC] start ci_import_product(wps, 5050)
[09-Mar-2024 23:31:28 UTC] PHP Warning:  Undefined array key "data" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/suppliers/supplier_wps.php on line 74
[09-Mar-2024 23:31:28 UTC] get_attributes_from_product Warning null
[09-Mar-2024 23:31:28 UTC] PHP Warning:  Undefined array key "data" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/suppliers/supplier_wps.php on line 76
[09-Mar-2024 23:31:28 UTC] end ci_import_product(wps, 5050 -> ignore)
[09-Mar-2024 23:31:28 UTC] start ci_import_product(wps, 5051)
[09-Mar-2024 23:31:34 UTC] PHP Warning:  Undefined array key "status_code" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/western/import_western_product.php on line 35
[09-Mar-2024 23:31:34 UTC] end ci_import_product(wps, 5051 -> error)
[09-Mar-2024 23:31:34 UTC] start ci_import_product(wps, 5053)
[09-Mar-2024 23:31:36 UTC] end ci_import_product(wps, 5053 -> ignore)
[09-Mar-2024 23:31:36 UTC] start ci_import_product(wps, 5055)
[09-Mar-2024 23:31:38 UTC] end ci_import_product(wps, 5055 -> ignore)
[09-Mar-2024 23:31:38 UTC] start ci_import_product(wps, 5057)
[09-Mar-2024 23:31:40 UTC] end ci_import_product(wps, 5057 -> ignore)
[09-Mar-2024 23:31:40 UTC] start ci_import_product(wps, 5058)
[09-Mar-2024 23:31:41 UTC] end ci_import_product(wps, 5058 -> ignore)
[09-Mar-2024 23:31:41 UTC] start ci_import_product(wps, 5060)
[09-Mar-2024 23:31:43 UTC] end ci_import_product(wps, 5060 -> ignore)
[09-Mar-2024 23:32:13 UTC] start ci_import_product(wps, 5062)
[09-Mar-2024 23:32:14 UTC] end ci_import_product(wps, 5062 -> ignore)
[09-Mar-2024 23:32:14 UTC] start ci_import_product(wps, 5063)
[09-Mar-2024 23:32:16 UTC] end ci_import_product(wps, 5063 -> ignore)
[09-Mar-2024 23:32:16 UTC] start ci_import_product(wps, 5064)
[09-Mar-2024 23:32:17 UTC] end ci_import_product(wps, 5064 -> ignore)
[09-Mar-2024 23:32:17 UTC] start ci_import_product(wps, 5067)
[09-Mar-2024 23:32:19 UTC] end ci_import_product(wps, 5067 -> ignore)
[09-Mar-2024 23:32:19 UTC] start ci_import_product(wps, 5070)
[09-Mar-2024 23:32:21 UTC] end ci_import_product(wps, 5070 -> ignore)
[09-Mar-2024 23:32:21 UTC] start ci_import_product(wps, 5071)
[09-Mar-2024 23:32:23 UTC] end ci_import_product(wps, 5071 -> ignore)
[09-Mar-2024 23:32:23 UTC] start ci_import_product(wps, 5072)
[09-Mar-2024 23:32:24 UTC] end ci_import_product(wps, 5072 -> ignore)
[09-Mar-2024 23:32:24 UTC] start ci_import_product(wps, 5073)
[09-Mar-2024 23:32:26 UTC] end ci_import_product(wps, 5073 -> ignore)
[09-Mar-2024 23:32:26 UTC] start ci_import_product(wps, 5074)
[09-Mar-2024 23:32:28 UTC] end ci_import_product(wps, 5074 -> ignore)
[09-Mar-2024 23:32:28 UTC] start ci_import_product(wps, 5075)
[09-Mar-2024 23:32:30 UTC] end ci_import_product(wps, 5075 -> ignore)
[09-Mar-2024 23:33:18 UTC] start ci_import_product(wps, 5076)
[09-Mar-2024 23:33:19 UTC] end ci_import_product(wps, 5076 -> ignore)
[09-Mar-2024 23:33:19 UTC] start ci_import_product(wps, 5077)
[09-Mar-2024 23:33:21 UTC] end ci_import_product(wps, 5077 -> ignore)
[09-Mar-2024 23:33:21 UTC] start ci_import_product(wps, 5078)
[09-Mar-2024 23:33:23 UTC] end ci_import_product(wps, 5078 -> ignore)
[09-Mar-2024 23:33:23 UTC] start ci_import_product(wps, 5079)
[09-Mar-2024 23:33:25 UTC] end ci_import_product(wps, 5079 -> ignore)
[09-Mar-2024 23:33:25 UTC] start ci_import_product(wps, 5080)
[09-Mar-2024 23:33:27 UTC] end ci_import_product(wps, 5080 -> ignore)
[09-Mar-2024 23:33:27 UTC] start ci_import_product(wps, 5081)
[09-Mar-2024 23:33:29 UTC] end ci_import_product(wps, 5081 -> ignore)
[09-Mar-2024 23:33:29 UTC] start ci_import_product(wps, 5082)
[09-Mar-2024 23:33:31 UTC] end ci_import_product(wps, 5082 -> ignore)
[09-Mar-2024 23:33:31 UTC] start ci_import_product(wps, 5083)
[09-Mar-2024 23:33:33 UTC] end ci_import_product(wps, 5083 -> ignore)
[09-Mar-2024 23:33:33 UTC] start ci_import_product(wps, 5084)
[09-Mar-2024 23:33:34 UTC] end ci_import_product(wps, 5084 -> ignore)
[09-Mar-2024 23:33:34 UTC] start ci_import_product(wps, 5085)
[09-Mar-2024 23:33:36 UTC] end ci_import_product(wps, 5085 -> ignore)
[09-Mar-2024 23:34:14 UTC] start ci_import_product(wps, 5086)
[09-Mar-2024 23:34:15 UTC] end ci_import_product(wps, 5086 -> ignore)
[09-Mar-2024 23:34:15 UTC] start ci_import_product(wps, 5087)
[09-Mar-2024 23:34:17 UTC] end ci_import_product(wps, 5087 -> ignore)
[09-Mar-2024 23:34:17 UTC] start ci_import_product(wps, 5088)
[09-Mar-2024 23:34:19 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:20 UTC] end ci_import_product(wps, 5088 -> update)
[09-Mar-2024 23:34:20 UTC] start ci_import_product(wps, 5089)
[09-Mar-2024 23:34:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:23 UTC] end ci_import_product(wps, 5089 -> update)
[09-Mar-2024 23:34:23 UTC] start ci_import_product(wps, 5090)
[09-Mar-2024 23:34:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:26 UTC] end ci_import_product(wps, 5090 -> update)
[09-Mar-2024 23:34:26 UTC] start ci_import_product(wps, 5092)
[09-Mar-2024 23:34:28 UTC] end ci_import_product(wps, 5092 -> ignore)
[09-Mar-2024 23:34:28 UTC] start ci_import_product(wps, 5098)
[09-Mar-2024 23:34:30 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:30 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:30 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:30 UTC] end ci_import_product(wps, 5098 -> update)
[09-Mar-2024 23:34:30 UTC] start ci_import_product(wps, 5105)
[09-Mar-2024 23:34:32 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:32 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:32 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:32 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:33 UTC] end ci_import_product(wps, 5105 -> update)
[09-Mar-2024 23:34:33 UTC] start ci_import_product(wps, 5110)
[09-Mar-2024 23:34:35 UTC] end ci_import_product(wps, 5110 -> ignore)
[09-Mar-2024 23:34:35 UTC] start ci_import_product(wps, 5112)
[09-Mar-2024 23:34:37 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:34:37 UTC] end ci_import_product(wps, 5112 -> update)
[09-Mar-2024 23:35:19 UTC] start ci_import_product(wps, 5114)
[09-Mar-2024 23:35:20 UTC] end ci_import_product(wps, 5114 -> ignore)
[09-Mar-2024 23:35:20 UTC] start ci_import_product(wps, 5116)
[09-Mar-2024 23:35:22 UTC] end ci_import_product(wps, 5116 -> ignore)
[09-Mar-2024 23:35:22 UTC] start ci_import_product(wps, 5118)
[09-Mar-2024 23:35:24 UTC] end ci_import_product(wps, 5118 -> ignore)
[09-Mar-2024 23:35:24 UTC] start ci_import_product(wps, 5122)
[09-Mar-2024 23:35:26 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:27 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:27 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:27 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:27 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:27 UTC] end ci_import_product(wps, 5122 -> update)
[09-Mar-2024 23:35:27 UTC] start ci_import_product(wps, 5127)
[09-Mar-2024 23:35:29 UTC] end ci_import_product(wps, 5127 -> ignore)
[09-Mar-2024 23:35:29 UTC] start ci_import_product(wps, 5128)
[09-Mar-2024 23:35:31 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:31 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:31 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:32 UTC] end ci_import_product(wps, 5128 -> update)
[09-Mar-2024 23:35:32 UTC] start ci_import_product(wps, 5133)
[09-Mar-2024 23:35:34 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:34 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:34 UTC] end ci_import_product(wps, 5133 -> update)
[09-Mar-2024 23:35:34 UTC] start ci_import_product(wps, 5135)
[09-Mar-2024 23:35:36 UTC] end ci_import_product(wps, 5135 -> ignore)
[09-Mar-2024 23:35:36 UTC] start ci_import_product(wps, 5136)
[09-Mar-2024 23:35:38 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:38 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:38 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:35:39 UTC] end ci_import_product(wps, 5136 -> update)
[09-Mar-2024 23:35:39 UTC] start ci_import_product(wps, 5137)
[09-Mar-2024 23:35:41 UTC] end ci_import_product(wps, 5137 -> ignore)
[09-Mar-2024 23:36:15 UTC] start ci_import_product(wps, 5139)
[09-Mar-2024 23:36:16 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:16 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:16 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:16 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:17 UTC] end ci_import_product(wps, 5139 -> update)
[09-Mar-2024 23:36:17 UTC] start ci_import_product(wps, 5141)
[09-Mar-2024 23:36:19 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:19 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:19 UTC] end ci_import_product(wps, 5141 -> update)
[09-Mar-2024 23:36:19 UTC] start ci_import_product(wps, 5144)
[09-Mar-2024 23:36:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:22 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:22 UTC] end ci_import_product(wps, 5144 -> update)
[09-Mar-2024 23:36:22 UTC] start ci_import_product(wps, 5147)
[09-Mar-2024 23:36:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:25 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:25 UTC] end ci_import_product(wps, 5147 -> update)
[09-Mar-2024 23:36:25 UTC] start ci_import_product(wps, 5150)
[09-Mar-2024 23:36:27 UTC] end ci_import_product(wps, 5150 -> ignore)
[09-Mar-2024 23:36:27 UTC] start ci_import_product(wps, 5369)
[09-Mar-2024 23:36:29 UTC] end ci_import_product(wps, 5369 -> ignore)
[09-Mar-2024 23:36:29 UTC] start ci_import_product(wps, 5391)
[09-Mar-2024 23:36:31 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:31 UTC] end ci_import_product(wps, 5391 -> update)
[09-Mar-2024 23:36:31 UTC] start ci_import_product(wps, 5392)
[09-Mar-2024 23:36:34 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:34 UTC] end ci_import_product(wps, 5392 -> update)
[09-Mar-2024 23:36:34 UTC] start ci_import_product(wps, 5394)
[09-Mar-2024 23:36:36 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:37 UTC] end ci_import_product(wps, 5394 -> update)
[09-Mar-2024 23:36:37 UTC] start ci_import_product(wps, 5410)
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
[09-Mar-2024 23:36:39 UTC] PHP Warning:  Undefined array key "id" in /Users/jasoncontento/Local Sites/tayloredlocal/app/public/wp-content/plugins/ci-store-plugin/utils/WooTools.php on line 120
